mesh,solver,pe,threads,time
512,superlu_dist,cpu_g-6130,1,148.67725706100464
512,superlu_dist,gpu_tesla_v100,1,139.60520601272583
768,superlu_dist,cpu_g-6130,1,419.04149103164673
768,superlu_dist,gpu_tesla_v100,1,371.62153124809265
1024,superlu_dist,cpu_g-6130,1,841.1150074005127
1024,superlu_dist,gpu_tesla_v100,1,686.0087950229645
64,pastix,cpu_g-6130,1,8.683505773544312
64,pastix,gpu_tesla_v100,1,8.561263799667358
128,pastix,cpu_g-6130,1,18.73244571685791
128,pastix,gpu_tesla_v100,1,18.76365876197815
192,pastix,cpu_g-6130,1,38.38102984428406
192,pastix,gpu_tesla_v100,1,49.98774313926697
256,pastix,cpu_g-6130,1,66.7011206150055
256,pastix,gpu_tesla_v100,1,102.57978677749634
320,pastix,cpu_g-6130,1,102.2325689792633
320,pastix,gpu_tesla_v100,1,184.83133244514465
384,pastix,cpu_g-6130,1,157.25347661972046
384,pastix,gpu_tesla_v100,1,334.8844892978668
